Date,AGG,EEM,EFA,GLD,IWM,LQD,MTUM,QQQ,QUAL,SPY,TLT,USMV,VLUE,VNQ
2021-07-07,0.0017283497907893963,-0.0011149515351629447,0.005455416462150975,0.003806801143447114,-0.009297847910784585,0.003410501393345644,-0.003952130644739316,0.002109931370483764,0.004980054395462563,0.0035340776632761806,0.00885888740655405,0.006039920109122354,0.0,0.0034855509728821676
2021-07-08,0.0011209488967061088,-0.020833344972014056,-0.012870593580795342,-0.0006518168637834609,-0.009206292715665532,0.0005177437200105661,-0.011728345151485464,-0.0060397772579491305,-0.008209874932148087,-0.00814804833063687,0.003918180069349075,-0.006537027456354538,-0.010965904043206187,-0.00279791591569567
2021-07-09,-0.003273988612528478,0.017287371259010698,0.017001116481689893,0.003320562334123478,0.021109705602510243,-0.004210072437708878,0.020546505091690426,0.0062438859868065855,0.008800035634223491,0.01067479698760665,-0.01406299231878394,0.00698275586097985,0.017312162188614755,0.016447357533745377
2021-07-12,-0.0006048745994889915,0.0009336507088750778,0.00427351866469472,-0.001241101031467462,0.0008391177198665556,-0.000519457296765724,0.01081861892277236,0.0039054990649780574,0.003030906039818815,0.0035818106545804085,-0.0012962286492478325,0.00026646744527258903,0.00458864233762446,0.008566496770039622
2021-07-13,-0.0021627566663138253,0.0009329399109851977,-0.005256713263225188,0.001301782371024407,-0.0188460430584243,-0.0037106862065221513,-0.010302032232349823,0.0,-0.0018423717833129238,-0.0034089344532396426,-0.007653728568338347,-0.002133047705712876,-0.009706668143705799,-0.013967574578356401
2021-07-14,0.0033806269048304305,0.004286883814932363,0.0022649268929870736,0.010755182911599048,-0.015429690653059436,0.0046183717097174615,-0.007286450840179648,0.0017934432340076523,0.0009598470555247651,0.0014923125439783025,0.011361999350839147,0.0036071363283427527,-0.0002885348266811194,0.006987098345382581
2021-07-15,0.002160141687859607,0.002412719960923848,-0.009540591911326946,0.00017547964957964624,-0.005665305595527026,0.002150415068126632,-0.002330421169293717,-0.0070236530686941245,-0.0037622735982101307,-0.003415572895681729,0.011030588949971332,0.000931793713918605,-0.004517886742604671,0.0016157533579654881
2021-07-16,-0.0008622404834284225,-0.007776173557641708,-0.0073511417841638504,-0.00970365108457183,-0.012314732820394858,-0.0014059285676603084,-0.011152740279568252,-0.008099161169521807,-0.005627627800390278,-0.007843544296039728,-0.001885696850394858,0.0011970153111833248,-0.012552888085534009,-0.0006643505061330046
2021-07-19,0.005263272044524703,-0.016794209585638153,-0.018130646335232203,0.0011805498135817327,-0.014980107961393485,0.0071869670066306846,-0.013758322569718096,-0.008193432397983313,-0.01273346217440885,-0.014767819739428867,0.021928528800609248,-0.009298572655242587,-0.01652680255656902,-0.018231828443587395
2021-07-20,-0.0009444587466700405,0.0032262086047591954,0.007281955921073502,-0.001297100524211059,0.03102986862993551,-0.0013983390588545586,0.0231110530934302,0.011616511918448591,0.013048593970185651,0.014330328316503271,-0.009640273640640795,0.008179041891909211,0.019588575967308453,0.023600106059854076
2021-07-21,-0.003264502474237374,0.006432316644520375,0.015233749842478828,-0.0037192566567244567,0.01722410747221792,-0.003535270466837659,0.017146342740477438,0.0077201513074633965,0.007445682341816973,0.008096118397456165,-0.012666229820349484,0.0005321780570459733,0.012287819686308765,-9.461597533522159e-05
