Date,AGG,EEM,EFA,GLD,IWM,LQD,MTUM,QQQ,QUAL,SPY,TLT,USMV,VLUE,VNQ
2025-06-30,95.36727905273438,47.313472747802734,86.43131256103516,304.8299865722656,213.57176208496094,104.80598449707031,238.6243896484375,548.9959106445312,181.1035919189453,611.0791015625,84.42071533203125,92.45079803466797,111.05313873291016,85.73944854736328
2025-07-01,95.27950286865234,47.4017448425293,86.2862777709961,307.54998779296875,215.76893615722656,104.9326400756836,235.13912963867188,544.3681640625,181.70785522460938,610.8812866210938,84.63004302978516,92.84474182128906,112.69132232666016,86.36521911621094
2025-07-02,95.16378021240234,47.60771179199219,86.53766632080078,309.25,218.75790405273438,104.91345977783203,235.22850036621094,548.1599731445312,182.21307373046875,613.650634765625,84.09233856201172,91.96820068359375,112.98561096191406,86.5673828125
2025-07-03,94.97087860107422,47.823482513427734,86.5570068359375,307.1400146484375,220.7868194580078,104.66392517089844,237.6810760498047,553.553955078125,183.2333984375,618.4869995117188,83.50662994384766,92.73641204833984,113.59380340576172,86.66365814208984
2025-07-07,94.63333129882812,47.14673614501953,85.61911010742188,307.3699951171875,217.4712677001953,104.0401382446289,236.88671875,549.3840942382812,181.8762664794922,613.8780517578125,82.7096939086914,92.4212417602539,112.2400894165039,85.92237091064453
2025-07-08,94.59473419189453,47.440975189208984,86.24759674072266,304.1600036621094,218.97564697265625,103.74263763427734,234.76181030273438,549.692626953125,182.08428955078125,613.5418090820312,82.60406494140625,92.1356201171875,113.08370971679688,85.7972183227539
2025-07-09,94.99017333984375,47.36251449584961,86.89542388916016,305.5199890136719,221.3509521484375,104.337646484375,236.21151733398438,553.5838623046875,183.2036895751953,617.2210693359375,83.4682388305664,92.31291198730469,113.22103881835938,85.86460876464844
2025-07-10,94.96124267578125,47.490013122558594,86.83740234375,306.20001220703125,222.4891357421875,104.35682678222656,235.9334716796875,552.7876586914062,183.19378662109375,618.9617919921875,83.52582550048828,92.0371322631836,113.81941223144531,86.40372467041016
2025-07-11,94.5658187866211,47.33308792114258,86.00586700439453,309.1400146484375,219.42098999023438,103.72344207763672,234.58309936523438,551.5436401367188,182.13381958007812,616.7857666015625,82.37364196777344,91.3378677368164,112.88751983642578,86.4133529663086
2025-07-14,94.55615234375,47.4017448425293,86.00586700439453,308.010009765625,220.89569091796875,103.69464874267578,237.522216796875,553.5440063476562,182.17343139648438,617.9628295898438,82.2008056640625,91.83031463623047,112.7894287109375,86.97172546386719
2025-07-15,94.27645111083984,47.745018005371094,85.10665130615234,306.7300109863281,216.57061767578125,103.32037353515625,235.55618286132812,554.0515747070312,180.90545654296875,615.3220825195312,81.62469482421875,90.78633117675781,111.32780456542969,85.69132232666016
2025-07-16,94.4114990234375,47.970603942871094,85.4547348022461,308.260009765625,218.7480010986328,103.48350524902344,236.4796142578125,554.6187744140625,181.65834045410156,617.3792724609375,81.73990631103516,91.39695739746094,111.19047546386719,86.5
2025-07-17,94.45008087158203,48.24522399902344,85.6771240234375,307.5899963378906,221.61817932128906,103.73302459716797,237.58177185058594,559.107177734375,182.7480010986328,621.1573486328125,81.720703125,91.62348937988281,111.81828308105469,86.40372467041016
2025-07-18,94.62367248535156,48.1373405456543,85.4354019165039,308.3900146484375,220.04454040527344,103.92497253417969,237.38319396972656,558.56982421875,182.30223083496094,620.7025146484375,81.84552001953125,91.54469299316406,111.79866790771484,86.5866470336914
2025-07-21,94.88407135009766,48.45119094848633,85.88984680175781,313.1300048828125,219.1537628173828,104.32804870605469,237.8598175048828,561.4658813476562,182.6885528564453,621.87939453125,82.57527160644531,91.56439971923828,111.85751342773438,86.94284057617188
2025-07-22,95.06732940673828,48.480613708496094,86.3636245727539,316.1000061035156,220.97486877441406,104.57756042480469,235.8838348388672,558.5598754882812,183.0947265625,621.9684448242188,83.07454681396484,92.38185119628906,112.67171478271484,88.43505859375
2025-07-23,94.85514068603516,48.971012115478516,88.51014709472656,312.17999267578125,224.34982299804688,104.41442108154297,238.66409301757812,561.1075439453125,184.5013885498047,627.2598266601562,82.6136703491211,92.54927825927734,114.29026794433594,88.60834503173828
2025-07-24,94.79727935791016,48.706199645996094,87.8526611328125,310.2699890136719,221.25198364257812,104.26087188720703,237.90945434570312,562.3018798828125,184.40232849121094,627.4674682617188,82.46965026855469,92.57882690429688,113.33875274658203,88.30028533935547
2025-07-25,94.95157623291016,48.55907440185547,87.74629211425781,307.3999938964844,222.07345581054688,104.59675598144531,239.5875244140625,563.6553955078125,185.13536071777344,630.1181030273438,82.98814392089844,92.82504272460938,113.40741729736328,88.30989837646484
2025-07-28,94.8261947631836,48.235416412353516,86.3346176147461,305.4100036621094,221.81613159179688,104.3856201171875,239.04141235351562,565.4168090820312,185.02639770507812,629.9598388671875,82.45044708251953,92.00758361816406,112.91693878173828,86.89471435546875
2025-07-29,95.3373794555664,48.255035400390625,86.16057586669922,306.25,220.4008331298828,105.07660675048828,238.99176025390625,564.5410766601562,184.283447265625,628.2982788085938,83.84269714355469,92.36215209960938,112.61285400390625,88.29064178466797
2025-07-30,95.06732940673828,47.901947021484375,85.54176330566406,300.9599914550781,219.28244018554688,104.68312072753906,239.64712524414062,565.2974853515625,183.54049682617188,627.5070190429688,83.4106216430664,91.92879486083984,112.12237548828125,87.03912353515625
2025-07-31,95.11555480957031,47.62732696533203,84.62319946289062,302.9599914550781,217.13475036621094,104.71190643310547,239.5875244140625,562.3018798828125,182.39137268066406,625.1531372070312,83.45862579345703,91.20983123779297,110.79808807373047,85.81646728515625
2025-08-01,95.93809509277344,47.27424240112305,84.40081787109375,309.1099853515625,212.71070861816406,105.64083862304688,237.09523010253906,551.2251586914062,180.61817932128906,614.9066162109375,84.64512634277344,90.94391632080078,109.42477416992188,85.60466766357422
2025-08-04,96.01551818847656,47.7646369934082,85.52242279052734,310.9100036621094,217.4712677001953,105.82392883300781,240.63011169433594,561.3961791992188,183.70887756347656,624.2529907226562,84.8764419555664,91.9583511352539,110.54304504394531,86.48074340820312
2025-08-05,96.04454040527344,47.901947021484375,85.51275634765625,311.1600036621094,218.5797576904297,105.90100860595703,239.42868041992188,557.5845336914062,182.15365600585938,621.0880737304688,85.13668823242188,91.1704330444336,110.88638305664062,86.87545013427734
2025-08-06,96.00582885742188,48.12752914428711,86.07355499267578,310.5,218.292724609375,105.87211608886719,242.3379669189453,564.6007690429688,183.6494598388672,625.8455200195312,84.64512634277344,91.67273712158203,110.92562103271484,86.20155334472656
2025-08-07,95.92841339111328,48.5296516418457,86.84707641601562,313.1199951171875,217.58013916015625,105.76610565185547,242.14932250976562,566.5115356445312,182.39137268066406,625.3212280273438,84.50054168701172,91.19013214111328,111.08257293701172,86.45185852050781
2025-08-08,95.74457550048828,48.490421295166016,87.37887573242188,313.04998779296875,218.0552215576172,105.42884826660156,243.9267120361328,571.7960815429688,183.90701293945312,630.1972045898438,84.13428497314453,91.43635559082031,112.25971221923828,85.73944854736328
2025-08-11,95.81229400634766,48.353111267089844,87.01144409179688,308.54998779296875,218.00570678710938,105.59266662597656,243.96641540527344,570.1041870117188,183.56028747558594,628.9510498046875,84.23065948486328,91.2393798828125,112.16161346435547,85.17145538330078
2025-08-12,95.81229400634766,48.94158935546875,88.07503509521484,308.2699890136719,224.47848510742188,105.68901824951172,246.1111602783203,577.2697143554688,185.47218322753906,635.6468505859375,83.80656433105469,91.42650604248047,114.29026794433594,85.6528091430664
2025-08-13,96.16067504882812,49.53006362915039,88.6068344116211,309.2099914550781,228.8431396484375,106.2479248046875,244.52247619628906,577.558349609375,186.92837524414062,637.8228149414062,84.50054168701172,92.15532684326172,115.48703002929688,86.45185852050781
2025-08-14,95.88970184326172,48.921974182128906,88.61650848388672,307.25,225.893798828125,105.88174438476562,244.22457885742188,577.110595703125,186.83921813964844,637.882080078125,83.87403869628906,91.84016418457031,115.67340087890625,85.8357162475586
2025-08-15,95.74457550048828,48.98081970214844,89.13863372802734,307.42999267578125,224.79519653320312,105.74683380126953,243.13235473632812,574.57275390625,186.3439178466797,636.388671875,83.27645111083984,92.1060791015625,114.72188568115234,86.32670593261719
2025-08-18,95.63812255859375,49.26525115966797,89.04193878173828,306.95001220703125,225.61666870117188,105.55411529541016,243.11248779296875,574.3438110351562,186.3340301513672,636.2501220703125,83.03550720214844,92.05683135986328,114.9965591430664,85.59504699707031
